image_id,original_path,source_dataset,original_label,normalized_label,encoded_label,sha256,phash,flagged
img_005396,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-6750824-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,cc6d262b2a798b36a854924276398eac0bf725624191d254d4e2ef995b890fb8,d02ac74a7d697958,False
img_002361,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2441003-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,33ab8dd78827c26d4bc07e2793088749c5d52d933e44a26c16220e30a0e55925,812ff25ad1495d5a,False
img_002482,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2898732-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,6811edbc1ee91582f8e60749f29dee79652892b24ad0be31cda4c41a785901a7,d6fa872b8c38cb90,False
img_005459,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-7245232-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,c8341904ca52d2d7f26bb44611d228ba02e697b086cbf81f415b0c8e7190dc72,ddef821acf1c0d0c,False
img_003500,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6322967-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,e060bc43da94f04a18f555d3ab37a82cf956692329ec5854118c24a0c679f88f,d03f7a1824a33db6,False
img_000874,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2695944-0001.jpeg,dataset_1,NORMAL,NORMAL,0,0f31a699a86cd78df279d30549d5fb7a8c580915b9853047bbdaacb8e6b02f44,917d8e1a0d4b794d,False
img_004755,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-2750119-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,fc09ef83bb8a420dad7495d92bc7afc72b7021681844d646de66788dc506b979,947a4b0f134f5b43,False
img_003509,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6356037-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,5da5d017290848cf67435ebd35b3c7c0702d605d04ff231f6fc497e7e1b85187,906dc73ced787049,False
img_003789,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7440633-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,076af0aff9cccf33704146e81ec6bf63155bc2e51044eb583e640810cbff1cb3,d42f035f1d4c4e1e,False
img_002595,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3309082-0005.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b34ab9306e2dae76cb6efc8d1e18558d0eb9f6617b905f9d6914050c296cb3a0,946ee32e03435dd3,False
img_001154,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-4521403-0001.jpeg,dataset_1,NORMAL,NORMAL,0,a73c06abbb473b57c90374424f86f0d7876bdbdb5c3ed8c681e4bd6f09778c38,d00fc34dbcc84b97,False
img_000173,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-7082548-0001.jpeg,dataset_1,NORMAL,NORMAL,0,ceb922209072480bdb94d65f2a6b75591e5de7cd5a6e0317aa12e6ade63a986b,917a475e5d1918a7,False
img_002728,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3722954-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f810a0792ab3bda4e70e3f9fb2f5a952b0a6fcb90f26a774e13e975eac4320a3,916ca73a871b135e,False
img_004292,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9123837-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,063d4c0e6f85199a5ee04619da5345d88f0e7464e71fc508280258ad96ffc360,91a8e63ec27ad24d,False
img_005118,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5124960-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,d02dcfed21aa28e4c893225db944fa097152f74d8e02dd065b25b009c5257c73,91ebeefac21ac448,False
img_003502,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6335562-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,08fec4aede07a9186433c3c2567554fefd3bae454a788f602c8097ee76da18ee,d46ea71b95131995,False
img_001574,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7298793-0001.jpeg,dataset_1,NORMAL,NORMAL,0,702218f09f48d55fb5e56790925f094b3a22059f1d2b08fcdc8e549ee2354cab,c014c71bed4d3de4,False
img_003616,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6684872-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,05b122e7786447409582531a544085317756328e0fa4b42eaf559ea6533e11d4,916bee96c29ac23a,False
img_002356,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2426822-0006.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,40f72aa3b4529bd50599954798f924b9a9e0b5d58fab624e9364de9e3a8b2a06,9ca1c71ec31ee64a,False
img_003413,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6003459-0005.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,90aaa95bb8e656768d305955c6b179998c7934a0dcb7fd06b2afc85b75831a53,856be33e56531d42,False
img_002540,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3099650-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,346f25550f584e5aa2375befcb1e04420605761c385d7e5cb7135e5624d9d11d,9031e71fc60f964e,False
img_000918,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-3006949-0002.jpeg,dataset_1,NORMAL,NORMAL,0,548624b939c6c40101a5b9dae20ede753116530ab2010e4756edd02339524cc9,d13bd65e5c4b1858,False
img_002854,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4213815-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f70a27d2d56f87fe2c5a7c66a4098f1c6bfcad75e5291c0bd8fa785246efb7b7,956b6a3ec23ea00f,False
img_003436,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-6076468-0010.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7b3aef4e76c85f45f1aee0af3307d1e1b6b2a15808cc68d19628c621ad74997b,d0eee73b9138388a,False
img_002453,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2792838-0005.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7be4f002156aced4c25cb70b92524e30ca4a9d1422283f515691341b4d2fee5a,9429e387b6c2975a,False
img_001308,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5650764-0003.jpeg,dataset_1,NORMAL,NORMAL,0,7ae1430bc8e0c24832084f849a69bfa95746700e11e85988135d06c426a5f52b,846cc74bcb4f48e5,False
img_003886,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7801701-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,a36a8bda94a1354c3ae2712ddd11c55f9fb4a4d6af0da3e079b5ead41334d398,c22a051f8f1e39fa,False
img_001904,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-9557588-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b4c5a1d15e67e820fdfb42f5bf52a1b7d68bc9691339ed1c79035250449329fb,916fcf5e5d4d0818,False
img_002210,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1910667-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7f0eda89dd7c09824c74408b7f753ca23046521aa254153b264bf36638af82c1,91bafa5e5c591c48,False
img_002408,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2605775-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,c889e9b75528bc3579e8e943221f9506f38a6214f88e7291dc66988db4b64400,d83fc61e68011fba,False
img_002786,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3923358-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,85e8598002c3e13c2a683a73c268d204c1315629e9994ab435a846a85bd18076,913d661c7c493fc2,False
img_004536,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-1135060-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,c7719fdc45f99705b877d15c215ea505674a603810a5c8839b81c1b191e8d454,d47e835bab3cc034,False
img_000746,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-1930015-0001.jpeg,dataset_1,NORMAL,NORMAL,0,5d8327386c4d038c6f5698531cd3c8845bef0629a69655f754b9b50c4b22733d,812bc63e98ca3df1,False
img_000129,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-5611875-0001.jpeg,dataset_1,NORMAL,NORMAL,0,efc9d3b463665902051d2fb89fa701008b74b596cbb3baa9d2f9c36dc227d53d,9135c73ea90b3d13,False
img_002775,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3888559-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b93bd8f91568061b9a55ce422d550fd17b5d44b8b2ed189f86f90f39c8cb932e,dfaaaf38851e3086,False
img_004780,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-2828734-0003.jpeg,dataset_1,PNEUMONIA,VIRAL,2,159652b1981928541feb57c1aa7bf0fb2d4a2382b3c12f96079496b6137617d0,916ac739b8ed28b4,False
img_002452,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2792838-0004.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,5db69e4caa0349241fb8ef37b8fff103112f472f7efa3ef990b5c31f12abd891,d02ec71f954b3cc4,False
img_001046,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-3853078-0001.jpeg,dataset_1,NORMAL,NORMAL,0,0afd6e74e5f9f3eec2791ce490b99f8bb0758369fc33f806e157450373d97c55,947ce71bcf0d6884,False
img_001624,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7662888-0001.jpeg,dataset_1,NORMAL,NORMAL,0,3c18affb72f2a8589413ac01e27f83341081a37af72d3ab9885d7fef7ae0f3e6,9139ce18ddcb1aca,False
img_000003,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-11419-0001.jpeg,dataset_1,NORMAL,NORMAL,0,44260268645a29bb52e54627f727d43be0611fdd6b675e836a07c6543fe4720c,d06ec31ec53d9c4c,False
img_002779,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3896855-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,ba02db14cc6e19de359e6aa7eeed26136490db6fecf4eb30c5332ec40bf2ecf5,9429e3b7d61e1a4a,False
img_005489,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-745183-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,14064c28b2eb13492638f8d9e430ae40bb81640cf17acea5893c30ab78501f68,946f4b1ecd0d1cc3,False
img_002588,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3303372-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,d909afa8b64e5ffc0c5d9c1cf95662d07004d54546e6ddb1b1519b0d923ebada,d466875b853dc46c,False
img_001678,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-8082616-0001.jpeg,dataset_1,NORMAL,NORMAL,0,6f6cc930b749d00a6afb8cb80c1a09304e60437997a4f2ade9a721e931cfef3e,802f875ac85e79e9,False
img_003829,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7630183-0005.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,241875dea49dd45f5030f841f917ee711b724681814e6201f83774d2686069cd,903fe25fc24656c6,False
img_004662,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-2043544-0001.jpeg,dataset_1,PNEUMONIA,VIRAL,2,7d426f7b396ea53c6c4028fb644f6489f57f01b653e39cacdaf3a15510996f08,9838e14a3de44fb5,False
img_002549,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3135895-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,b16819f84eb2e172402017e91898fd78801b83f3cbcab12d4fae0309ba840d71,d42ae31fd54f0543,False
img_001374,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6081265-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b0658fe6f5e804c8f749417688b58c412d8b6af22e44cb653c9a3fd02e3268eb,856fcf4a494569c3,False
img_000079,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-3921425-0001.jpeg,dataset_1,NORMAL,NORMAL,0,07d2b481acc505cd26005562b07a8c4e823603d815a37e6cadde2a33cc7f6b62,d06eaf19cf28c29a,False
img_004203,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8738712-0010.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,30c14ab24373f030c697bffb4d83c4d5db4f4a206032d879995257b2c74fb1f9,903b670e0e393d75,False
img_000420,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-821920-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,10084b44e05ab36f44de63a4dbe896234f3c384b11d16408472cd1441a584f7b,916faf3a0d2c8c4d,False
img_001566,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-7252162-0003.jpeg,dataset_1,NORMAL,NORMAL,0,9cd9b2afcde8c8555f9c9ded30ee0405f45d6ca0fe1e8ffb8154b7ea2c2ab85f,98e4a75bad78ac0c,False
img_002301,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-2190092-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,257c8917370888f6d04193b9603ee82c1dc0943e76d62b345cefd20c7616767d,d03ef15f164a0e9a,False
img_004709,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-2442765-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,6d4075e78f29299f767ebf327e4fb441cf9345233c94643dac472dfea07105c0,807fef5bcb0d4a01,False
img_003083,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4991468-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,44617a258efdd711e8170c56141b894e962925e613cf35e3678583a7c699d826,843eab4b4b1c4d7c,False
img_000097,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-4852815-0001.jpeg,dataset_1,NORMAL,NORMAL,0,051e929ec1c818f67ddccad60aed4e87d325c6ef49aee3c407007350968055f9,946d871aad2c3cec,False
img_000452,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-9242636-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,dac4f08d944df558f3331b6b0e479aabe4ba767074e6fdb423fbbce95aaa8551,9033c71fd44eb949,False
img_003058,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4910472-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,d796b5302d6457ee38fd65a751909eb08a34b425ce944122fd0b3a994a67b3ba,802fe76eacca8b8a,False
img_000754,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-200474-0001.jpeg,dataset_1,NORMAL,NORMAL,0,5f1a7bcf2e2066347066882a61c68ac5aa1de38e774ce0ed7404f07d673e8a02,907bd65e18591b95,False
img_003963,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8047963-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7aa4b68d34557e4646ef4611670d2bd07b183a291d7f8f2d9ad0428366377761,917f421c6a787cd1,False
img_005445,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-7150503-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,626c22bea30e1c4068944404e9caa3f43b7581874afaf8436e8e63423c6f186a,d12bfa38342935b6,False
img_004906,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-3722564-0004.jpeg,dataset_1,PNEUMONIA,VIRAL,2,12bb895e6ccd42714dc7cb7020b3cd6d4f9491e9e1c9a391e740470b11ad087b,d12a077b7869585d,False
img_002553,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3146191-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,2d5383f699d58f2b98506158d56854318230c990c0f92cca88cc44dc0798d627,91796153545b5eca,False
img_001074,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-3958628-0001.jpeg,dataset_1,NORMAL,NORMAL,0,c84015a5136b3e48bd6ddae90b52450c8d66cc320d4433ab4252a11cb0dc19f4,d46dc70bcd4c1cc3,False
img_000414,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-8190872-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,96c522cc35ed96ff42ce07a929cdae18ac5329ac8609045092590e06fe2ce600,85bbe30e8cce38e2,False
img_003674,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-696130-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,e10ddd78ce6c6070a2d220744be9fc04a825c5595963c5418c2c26c78d7869aa,902dc71aec693dc9,False
img_001457,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6722546-0001.jpeg,dataset_1,NORMAL,NORMAL,0,6fd4e8fecbf0101770ae4682f71a6989042dce067d09048ffea6658babad3159,913ec21a1d5d1dd6,False
img_000448,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\PNEUMONIA\BACTERIA-9156003-0003.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,a3564ad0ed801e8922f7ce0aa50818f10fb0237a890c3877ffe20303e0145022,d06ce73e964b9903,False
img_002958,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4521338-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f6bc4d034143cbe6597254a7a8105c5d808895ad2082e55b45b1894d00e5b5bd,d02fe71f945b1542,False
img_001988,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-1069837-0002.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,596a5fc3a91a47713e0843421ca6426a1624a854c5ee9b79359d046b18fed839,c0afa67ed64a1ac2,False
img_003222,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-537555-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,f04ade96db601d92f01017883ab9f785d493c7090addfd4fd88c16235182f9d6,913f455a507b3555,False
img_001170,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-4663193-0001.jpeg,dataset_1,NORMAL,NORMAL,0,095df3f6ee4e502d5967b2119400b775d530976c92ecc643516b092c2661c88c,917bca1ac94b1cce,False
img_004314,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9203081-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,9ab94bbc87945c784199feb366952cdec9aaa3dd15503fbc39cae89234450423,956fee0ec04b1dc4,False
img_004156,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8629313-0005.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,68ac31c4912224d65b2c8f9a9fac82a6037b30df2890c4917d01dfb5c9e95759,906eae3a961eb319,False
img_003792,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-7460986-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,a46e2b6e05e1eb43da8c922f604503718739ffc02db4fcf097c4e64116c6e879,d17ae61e1d972914,False
img_005913,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_2\test\NORMAL\IM-0091-0001.jpeg,dataset_2,NORMAL,NORMAL,0,459ffdb42c3d03b3c0c8069d25bdda9aa894972d11966e7afeadafc23f47be91,91e5d6bace388239,False
img_002864,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-4241544-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,7385a13422b6b95f723b9ca6e5029ecddd66c3b62b2c829805cc705365434c21,9464bb4dc79a8339,False
img_000873,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-2692080-0001.jpeg,dataset_1,NORMAL,NORMAL,0,c89048b1fb43238b984e9c707a2bb1a835bcf303129a111a37eac9740239662c,913ce21ade491cfc,False
img_001301,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-5633781-0001.jpeg,dataset_1,NORMAL,NORMAL,0,f04d896a653d793580feb2ef94becda96c3089a13ebaffd238d960e71a04c790,9129c61afa6b3969,False
img_001424,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-6462536-0001.jpeg,dataset_1,NORMAL,NORMAL,0,19a66b71178ee6be86357da9af2058ed1073805eae4a72c0968652eac23d839c,c164c33ced3cccc5,False
img_005772,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-9377680-0003.jpeg,dataset_1,PNEUMONIA,VIRAL,2,9f84de5b7296bfb4dfa7b31f64630f12233a2e7d287ca7ba84a4360be8c399cf,94eaab3bc51ce02e,False
img_004470,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9823114-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,51ede0874889637294b14aa8aa9debdcc00af674b3deb64dd490e6ef74c72c47,d07ea71b8719033e,False
img_001884,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\NORMAL\NORMAL-9415787-0001.jpeg,dataset_1,NORMAL,NORMAL,0,dfc0453a56fe958ac1d707aad4892eab2e31d711d866d2667c030548aaef561d,906aca1ad95b58db,False
img_000056,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-3170711-0001.jpeg,dataset_1,NORMAL,NORMAL,0,b2803159571a7ff42323526dacf4a94db3f994f2f6e46c59ce128d5f75b93069,9125c63acd79986b,False
img_002796,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3966302-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,10bf46056cb07565fe8fd411cbdd6fc61a5ed63fe918326bfe4b032772f36656,d075c21feb0b3c68,False
img_002665,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-3516794-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,1ab24caf52f8e73ff4d73fb9d2b1d94c830db54793b9defa7a008cebcbf3fd94,80aeaf0b8f4dc54d,False
img_000140,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-6106856-0001.jpeg,dataset_1,NORMAL,NORMAL,0,7836079645f02303e7217355eb1c183e013647b0a1b4c7e5321092fb36fd9783,d574c31bc329b466,False
img_004143,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8595591-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,4dd191a2d1e60ac1cfefa607f10155d95cf4bda15b885d01d8fcb7886557c3c0,91efc71ec60a834e,False
img_005945,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_2\test\NORMAL\NORMAL2-IM-0072-0001.jpeg,dataset_2,NORMAL,NORMAL,0,d86726c7c89f3d97c84a69421791888cef5bb7da468b23d63bb541f74d6055de,9179d65a5e5a185a,False
img_000087,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\test\NORMAL\NORMAL-4340661-0001.jpeg,dataset_1,NORMAL,NORMAL,0,1266232157dbef06850fc27a1d70b24bf7a690d382e6036ce93b068dd2733fc6,d036c31bcdcd3cc4,False
img_005566,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-7997783-0002.jpeg,dataset_1,PNEUMONIA,VIRAL,2,adc3af4268d9eb7e2334cfbae97998a21f96216ef01f2b567f28929f41e1fca1,d46ac31bc92d3c87,False
img_004162,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-8660561-0001.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,8c917bd0806be2f87778e3a816faf52f50111695dbeb9ec429c28c213b18986a,d42fefba904a1cb0,False
img_005122,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\VIRUS-5150733-0015.jpeg,dataset_1,PNEUMONIA,VIRAL,2,5dbf7eef975b7b3b732c0da894cded4da578ca50b7722f2430764e8ffc153d4f,d027961b956cb5cc,False
img_004425,e:\Final_Project\Pnuemonia_Detection\data\raw_datasets\dataset_1\train\PNEUMONIA\BACTERIA-9582372-0008.jpeg,dataset_1,PNEUMONIA,BACTERIAL,1,ef88a8090a1381cb6adb872cbfda8ac9dfb13bda07027ddb85fbebe8c87502a6,946aeb3ec229944f,False
